Buyer,Seller,Transaction_Amount,Date,Time,Security,Price
David,Grace,974133.1,15-12-2025,07:39:46,ADANIENT,2907.86
Charlie,Grace,302066.94,31-07-2025,13:37:16,SBIN,757.06
Chetan,Farhan,302428.35,24-06-2025,03:55:58,INFY,960.09
Jaya,Kiran,82449.15,07-10-2025,04:03:49,ICICIBANK,379.95
Lakshmi,Jaya,902176.95,04-11-2025,06:55:03,AMZN,2073.97
Lakshmi,Bob,211829.64,15-08-2025,02:44:36,AMZN,1604.77
Farhan,Eve,278641.92,15-09-2025,02:56:40,GOOGL,623.36
David,Lakshmi,1252232.28,15-12-2025,17:45:32,MSFT,2675.71
Grace,Ivy,98075.04,23-12-2025,12:12:40,META,480.76
Charlie,Eve,156180.48,20-12-2025,18:42:03,META,2440.32
Divya,Rohit,153563.06,31-10-2025,07:28:28,MSFT,308.98
Sneha,Arjun,465789.28,05-08-2025,10:20:06,AAPL,1216.16
Sneha,Manoj,15096.51,08-10-2025,17:44:57,NVDA,1677.39
Arjun,Jack,575151.92,02-10-2025,08:06:10,NVDA,2357.18
Jaya,Sneha,633562.41,04-06-2025,22:48:51,SBIN,2565.03
Lakshmi,David,135116.39,26-08-2025,00:10:18,RELIANCE,685.87
Charlie,Farhan,522493.85,20-06-2025,11:28:21,META,2033.05
Jaya,Chetan,814492.56,15-12-2025,15:24:46,AAPL,1686.32
Jaya,Manoj,1075883.11,24-10-2025,23:21:26,NVDA,2354.23
Rohit,Grace,1366859.56,25-07-2025,00:42:54,TCS,2824.09
Chetan,Gauri,72316.58,04-06-2025,17:04:22,NFLX,443.66
Neha,Hannah,30217.32,15-06-2025,21:06:17,TSLA,102.78
Jaya,Alice,378237.51,30-11-2025,19:49:44,ADANIENT,2089.71
Farhan,Lakshmi,1457330,31-08-2025,04:22:56,TSLA,2914.66
Alice,Bob,95984.35,12-09-2025,08:56:15,TCS,1745.17
Jaya,Grace,488563.2,31-12-2025,17:51:03,RELIANCE,1908.45
Rohit,Charlie,57812.4,19-09-2025,10:02:46,NVDA,143.1
Sneha,Lakshmi,260343.12,17-06-2025,08:09:35,TCS,2133.96
Arjun,Jaya,1379751.5,30-10-2025,05:02:46,INFY,2954.5
Ivy,Farhan,193748.25,09-06-2025,03:44:24,GOOGL,2583.31
Ivy,Frank,458890,21-12-2025,05:30:22,INFY,2294.45
Alice,Arjun,328240.8,31-10-2025,07:28:49,AMZN,2279.45
Divya,Chetan,335156.55,17-09-2025,21:09:45,HDFC,2724.85
Farhan,Chetan,376260.32,26-07-2025,13:26:14,RELIANCE,1383.31
Bob,Neha,84564,12-07-2025,07:55:49,MSFT,939.6
Kiran,Bob,50058.96,01-06-2025,17:57:37,MSFT,201.04
Sneha,Kiran,213046.72,24-11-2025,16:02:12,INFY,1566.52
Charlie,Sneha,41901.86,20-11-2025,16:47:19,MSFT,855.14
Jack,Farhan,606169.6,11-06-2025,04:28:16,META,1647.2
Divya,Sneha,225797.85,22-09-2025,06:13:42,NFLX,498.45
Charlie,Lakshmi,93050.5,02-12-2025,05:20:13,META,1861.01
Eve,Chetan,341843.82,03-10-2025,12:07:25,MSFT,2998.63
Kiran,Divya,950092.6,26-11-2025,16:19:43,AMZN,2794.39
Harish,Manoj,988333.38,03-12-2025,05:12:38,NVDA,2932.74
Jack,Arjun,318490.35,01-11-2025,06:54:59,NVDA,1117.51
Kiran,Chetan,115078.38,13-11-2025,06:44:13,TCS,1322.74
Sneha,Frank,24782.46,03-08-2025,15:39:17,META,434.78
Ivy,Alice,330778.35,13-08-2025,15:35:08,TSLA,720.65
Gauri,Lakshmi,1052008.98,28-12-2025,21:48:32,ICICIBANK,2257.53
Manoj,Divya,126017.06,20-07-2025,11:24:38,NVDA,502.06
Rohit,Neha,1297356.02,14-07-2025,15:04:38,MSFT,2908.87
Grace,Chetan,312244.73,05-11-2025,15:01:07,GOOGL,841.63
Charlie,Ivy,229813.5,23-07-2025,21:13:33,GOOGL,890.75
Kiran,Gauri,460760.46,28-11-2025,01:55:14,TCS,978.26
Varun,Bob,15923.74,25-10-2025,14:16:28,HDFC,2274.82
Kiran,Harish,419087.34,14-12-2025,02:56:51,TSLA,1599.57
Varun,Grace,351649.08,23-12-2025,12:55:56,AAPL,1095.48
Rohit,David,20734.5,20-09-2025,01:54:15,MSFT,450.75
Bhavna,Chetan,152459.57,25-12-2025,19:51:52,ICICIBANK,1480.19
Grace,Alice,449557.17,03-09-2025,15:05:18,TSLA,1544.87
Jaya,Kiran,499995.4,12-11-2025,23:44:40,META,1063.82
Jaya,Sneha,49891.17,07-12-2025,21:11:26,MSFT,1348.41
David,Sneha,115353.45,12-06-2025,23:18:17,INFY,2563.41
Neha,Lakshmi,63309.51,19-12-2025,08:29:15,GOOGL,639.49
Chetan,Farhan,16165.44,21-10-2025,00:02:38,TCS,2694.24
Lakshmi,Chetan,376928.64,14-11-2025,08:55:46,ICICIBANK,1427.76
Chetan,Varun,60075.51,19-10-2025,22:04:12,TCS,1820.47
Chetan,Harish,690394.18,14-06-2025,23:42:02,TCS,2547.58
Frank,Gauri,324568.08,27-07-2025,00:22:01,NFLX,2121.36
Alice,Harish,466569.15,07-12-2025,09:21:11,GOOGL,1048.47
Sneha,Bob,230612.69,19-07-2025,10:35:51,NFLX,1905.89
Arjun,David,1250225.2,18-12-2025,13:28:21,TSLA,2551.48
Arjun,Charlie,336592.79,03-11-2025,23:06:55,ADANIENT,932.39
Neha,Ivy,566442.72,29-10-2025,11:39:01,AMZN,1234.08
Ivy,Farhan,124563.14,30-12-2025,07:31:56,ADANIENT,454.61
David,Ivy,289.67,30-06-2025,17:03:00,TSLA,289.67
Lakshmi,Frank,66543.4,05-09-2025,08:53:22,SBIN,216.05
Hannah,Ivy,291002.6,26-08-2025,00:58:26,INFY,611.35
Gauri,Jack,180876.6,23-06-2025,13:08:45,GOOGL,2621.4
Bob,Alice,124982.56,03-06-2025,16:37:28,TCS,1288.48
Divya,Jack,8874.27,26-08-2025,10:44:42,AMZN,986.03
David,Hannah,61983.02,27-06-2025,22:20:50,MSFT,331.46
Lakshmi,Jack,77329.2,02-07-2025,12:05:23,ADANIENT,1189.68
Jaya,Harish,37976.82,02-06-2025,01:35:33,SBIN,904.21
Hannah,Bhavna,230720.26,03-11-2025,09:29:31,META,644.47
Rohit,Jaya,867473.85,17-12-2025,17:15:01,TCS,2862.95
Harish,Eve,1004083.18,29-06-2025,16:38:16,NFLX,2628.49
Sneha,Alice,692045,06-08-2025,04:55:26,MSFT,2269
Bob,Gauri,155544.51,18-08-2025,07:33:13,ADANIENT,2549.91
David,Arjun,104782.15,17-09-2025,21:30:07,AAPL,501.35
Jaya,Neha,177202.27,17-11-2025,12:04:04,GOOGL,377.83
Frank,David,77146.85,01-07-2025,10:54:02,SBIN,1402.67
Ivy,Eve,29097.6,21-10-2025,11:22:58,AMZN,181.86
Lakshmi,Kiran,741070.16,25-07-2025,01:33:32,ADANIENT,2665.72
Manoj,Neha,97308,13-11-2025,23:21:10,NVDA,216.24
Rohit,Sneha,865917.04,06-10-2025,12:28:56,HDFC,2260.88
Harish,Bhavna,749161.68,16-07-2025,23:33:01,GOOGL,2408.88
Divya,Manoj,29617.72,24-06-2025,02:04:53,TCS,178.42
Frank,Ivy,248577.42,17-07-2025,06:55:16,AAPL,2731.62
Sneha,Divya,294816.25,19-11-2025,03:05:01,SBIN,1298.75
Rohit,Jaya,116890.44,01-10-2025,12:35:15,AAPL,2205.48
Divya,Bob,62571.45,14-12-2025,04:28:15,MSFT,574.05
Ivy,Grace,991522.62,04-09-2025,22:36:56,NVDA,2160.18
Varun,Alice,42587.18,17-08-2025,02:00:59,AMZN,285.82
Bhavna,Divya,46831.4,11-06-2025,15:48:31,ICICIBANK,425.74
Jaya,Arjun,589528.24,17-09-2025,05:11:04,INFY,2904.08
Alice,Bhavna,940960.02,29-07-2025,05:42:18,TSLA,2193.38
Eve,Sneha,159658.18,16-10-2025,04:54:11,AMZN,351.67
Varun,Farhan,91698,22-12-2025,02:51:57,MSFT,263.5
Eve,Chetan,280975.19,09-07-2025,21:33:46,ADANIENT,1426.27
Farhan,Kiran,345402.04,14-06-2025,00:23:47,TCS,2106.11
Manoj,Hannah,28758.96,18-12-2025,20:43:02,SBIN,399.43
Kiran,Charlie,127938.96,02-10-2025,02:43:59,META,349.56
Frank,Manoj,131033.24,26-10-2025,23:05:19,INFY,1955.72
Manoj,Divya,49573.7,20-12-2025,02:54:53,HDFC,450.67
Varun,Arjun,511946.19,12-11-2025,03:50:48,GOOGL,2473.17
Grace,Lakshmi,225222.12,02-09-2025,13:34:37,HDFC,532.44
Bhavna,Jaya,47733.39,18-07-2025,12:32:58,NVDA,900.63
Hannah,Jack,312028.26,18-11-2025,04:00:27,ICICIBANK,2737.09
Rohit,Neha,146277.52,12-08-2025,02:28:25,ADANIENT,2151.14
Gauri,Rohit,241381.5,18-08-2025,17:31:23,ADANIENT,1557.3
David,Chetan,957850.48,19-08-2025,08:04:50,GOOGL,2675.56
Divya,Eve,44929.92,24-11-2025,06:26:00,SBIN,401.16
Sneha,Kiran,393762.05,09-09-2025,12:52:31,HDFC,1038.95
Gauri,Charlie,86190.48,29-08-2025,20:21:13,NFLX,399.03
Hannah,Farhan,32996.73,23-06-2025,12:25:44,MSFT,2538.21
Eve,Grace,161139.03,27-09-2025,05:05:01,HDFC,360.49
Varun,Harish,504270.09,17-07-2025,00:34:33,TCS,1057.17
Sneha,Neha,628998,19-08-2025,06:33:38,AAPL,2096.66
Rohit,Sneha,422074.32,24-08-2025,19:48:06,NFLX,1445.46
Gauri,Divya,518214.4,12-07-2025,14:28:26,RELIANCE,1524.16
Kiran,Chetan,772156.2,03-09-2025,03:35:52,AMZN,2709.32
Varun,Bhavna,489300.56,07-11-2025,18:26:56,AMZN,1491.77
Jaya,Farhan,106494.42,30-10-2025,16:23:57,META,326.67
Varun,Manoj,560914.62,11-08-2025,04:11:56,RELIANCE,2790.62
Kiran,Hannah,78707.2,01-08-2025,07:14:32,INFY,1431.04
Ivy,Alice,801684.48,26-06-2025,11:59:06,INFY,2444.16
Alice,Arjun,270960.9,01-09-2025,16:48:52,SBIN,1290.29
Jack,Eve,36085.83,01-06-2025,14:54:51,GOOGL,1093.51
Bob,Varun,459577.74,11-06-2025,22:02:30,GOOGL,2070.17
Charlie,Grace,209729.16,14-10-2025,20:06:38,MSFT,602.67
David,Neha,155967.24,30-11-2025,13:05:48,RELIANCE,523.38
Jack,Frank,6423.32,01-11-2025,14:21:37,META,1605.83
Jaya,Lakshmi,243012.9,01-12-2025,15:50:14,TCS,623.11
Kiran,Neha,209844.96,26-07-2025,09:36:42,SBIN,1008.87
Neha,Farhan,56886.47,12-11-2025,08:48:37,RELIANCE,116.81
Chetan,Manoj,195151.95,24-06-2025,17:00:18,META,607.95
Kiran,Manoj,26708.45,06-10-2025,20:14:10,NVDA,144.37
Harish,Chetan,407975.6,19-06-2025,05:27:58,MSFT,2684.05
Divya,Bob,97831.3,03-07-2025,02:23:53,SBIN,1397.59
Sneha,Kiran,158923.05,25-08-2025,23:43:02,ADANIENT,1708.85
Frank,Rohit,293665.5,19-09-2025,10:03:51,MSFT,604.25
Lakshmi,Farhan,504778.32,14-07-2025,19:33:13,NFLX,1475.96
Ivy,Arjun,856515.66,30-12-2025,04:38:37,TCS,1996.54
Jack,Hannah,791346.12,18-07-2025,18:38:15,MSFT,2786.43
Charlie,Lakshmi,605038.14,11-08-2025,12:09:34,RELIANCE,1505.07
Sneha,Varun,87801.48,18-07-2025,21:08:29,GOOGL,1688.49
Neha,Bob,761411.56,03-10-2025,00:08:37,TCS,2091.79
Hannah,Bhavna,170196.2,24-10-2025,06:26:29,RELIANCE,1098.04
Chetan,Divya,29975.28,16-11-2025,09:31:25,HDFC,2497.94
Bob,Neha,371413.15,08-10-2025,14:48:35,RELIANCE,2561.47
Neha,Jaya,883374.36,25-08-2025,17:03:11,TCS,1980.66
Jaya,Divya,16798.39,03-10-2025,11:31:13,INFY,2399.77
Gauri,Grace,208169.81,14-07-2025,10:47:44,TCS,2508.07
Arjun,Eve,549578.2,21-12-2025,20:14:33,ICICIBANK,1473.4
Chetan,Ivy,1060457.51,10-12-2025,21:10:46,META,2889.53
Arjun,Manoj,770962.78,04-08-2025,02:50:32,AAPL,2478.98
Chetan,Harish,1020383.04,12-06-2025,07:52:26,SBIN,2772.78
Varun,Jack,1279783.76,24-09-2025,07:50:52,RELIANCE,2831.38
Arjun,Jaya,363416.96,25-11-2025,10:03:28,META,2455.52
Kiran,Rohit,54687.04,26-08-2025,18:37:48,AMZN,192.56
Farhan,Harish,482997.2,10-12-2025,08:48:41,TCS,1737.4
Frank,Hannah,884072.84,08-10-2025,05:04:26,TCS,2027.69
Jack,Jaya,178212.24,18-06-2025,15:03:44,AAPL,362.22
Bob,Lakshmi,236857.5,01-12-2025,22:48:08,MSFT,478.5
David,Lakshmi,171498.6,06-10-2025,03:52:47,NVDA,1633.32
Kiran,Bhavna,103122.24,06-10-2025,08:00:45,GOOGL,1322.08
Lakshmi,Manoj,412033.61,27-06-2025,21:12:12,NFLX,1723.99
Jack,Harish,610390.48,08-07-2025,01:30:55,AMZN,2062.13
David,Varun,454585.25,09-11-2025,08:16:08,AAPL,2114.35
Eve,Farhan,564167.95,12-12-2025,23:03:04,TSLA,2923.15
David,Charlie,450507.12,23-07-2025,17:41:14,TSLA,1967.28
Eve,Sneha,213583.92,19-11-2025,02:25:58,TCS,2093.96
Farhan,Eve,219845.01,18-11-2025,06:30:56,META,1051.89
Divya,Frank,343974.48,02-10-2025,16:03:45,AMZN,1508.66
Bob,Charlie,1226909.32,16-11-2025,10:55:31,NFLX,2826.98
Divya,Sneha,782231.28,20-10-2025,04:06:49,SBIN,2688.08
Jack,Chetan,157323.78,26-12-2025,11:07:44,INFY,1028.26
Divya,Varun,136979.76,30-08-2025,04:05:00,MSFT,2361.72
Gauri,Chetan,4721.13,28-08-2025,07:29:49,GOOGL,524.57
Neha,Gauri,270553.92,04-09-2025,07:02:47,NFLX,889.98
Arjun,Farhan,535020,03-06-2025,23:45:32,AAPL,2675.1
Lakshmi,Bhavna,28075.74,04-09-2025,22:52:07,TSLA,364.62
Farhan,Arjun,248659.32,29-08-2025,04:15:21,MSFT,1691.56
Varun,Jack,177152.4,31-07-2025,02:31:36,AMZN,1968.36
Varun,Jaya,363594.8,19-11-2025,23:44:25,ADANIENT,1874.2
Manoj,Lakshmi,218542.88,17-12-2025,02:12:19,AMZN,654.32
Hannah,Bob,191685.65,10-11-2025,16:17:37,NVDA,508.45
Neha,Eve,68661.32,03-09-2025,10:14:40,NVDA,406.28
Chetan,Jaya,5430.8,26-10-2025,10:28:10,ADANIENT,2715.4
Manoj,Frank,787946.25,23-10-2025,21:58:29,INFY,2886.25
Varun,Harish,48086.04,01-07-2025,18:53:37,NFLX,559.14
Frank,Kiran,482306.71,07-11-2025,09:20:12,SBIN,1151.09
Grace,Jack,186059.64,16-11-2025,19:01:47,TSLA,1192.69
Lakshmi,Jack,182806.76,24-06-2025,10:45:59,AMZN,1987.03
Gauri,Kiran,20529.2,14-10-2025,22:26:12,GOOGL,2052.92
Grace,Divya,1073040.01,06-07-2025,15:46:05,AAPL,2972.41
Manoj,Bob,67539.5,12-08-2025,11:00:07,AMZN,192.97
Sneha,Manoj,260481.61,17-09-2025,15:56:00,TCS,1234.51
Ivy,Varun,551617.42,20-10-2025,22:25:43,HDFC,2105.41
Gauri,Farhan,599627.37,04-06-2025,05:59:25,AAPL,1718.13
Eve,Neha,161339.36,29-08-2025,00:33:15,RELIANCE,2881.06
Kiran,Chetan,572930.85,09-06-2025,21:26:17,ICICIBANK,1830.45
Harish,Neha,131480.64,26-06-2025,03:20:04,SBIN,308.64
Varun,Hannah,629596.86,16-12-2025,16:30:07,SBIN,1720.21
David,Eve,1176458.08,13-10-2025,21:56:07,ICICIBANK,2535.47
Kiran,Lakshmi,232080.01,30-08-2025,00:13:55,META,1282.21
Jaya,Chetan,43338.9,22-06-2025,12:14:19,TSLA,188.43
Farhan,Manoj,1091859.99,27-09-2025,16:50:34,META,2709.33
Ivy,Frank,13136.88,14-10-2025,09:08:01,HDFC,2189.48
Harish,Grace,1077643.26,26-10-2025,23:21:59,ICICIBANK,2547.62
Bhavna,Arjun,319749.6,26-09-2025,19:49:53,SBIN,1253.92
Bhavna,Divya,760493.16,04-11-2025,01:05:25,TSLA,1574.52
Lakshmi,Eve,63794.8,25-09-2025,07:30:49,NFLX,148.36
Charlie,Bob,267033.13,16-07-2025,23:43:54,MSFT,537.29
Varun,Jack,313082.95,18-08-2025,15:30:57,INFY,2019.89
Frank,Ivy,456352.41,03-07-2025,12:04:08,NVDA,2270.41
Divya,Sneha,144512.1,30-10-2025,14:54:26,TSLA,1267.65
Bob,Grace,217444.36,21-07-2025,03:09:59,NVDA,817.46
Arjun,Chetan,245155.5,13-08-2025,10:33:19,TCS,706.5
Varun,Hannah,181524.48,17-10-2025,21:24:14,META,709.08
Ivy,Neha,1152998.27,25-10-2025,03:54:23,GOOGL,2675.17
Arjun,Manoj,616825,08-10-2025,17:34:10,TCS,2467.3
Grace,Kiran,269358.08,15-08-2025,21:28:27,GOOGL,2104.36
Jaya,Gauri,541905.76,13-10-2025,16:14:46,META,1472.57
Farhan,Frank,8992.2,05-11-2025,02:18:09,NFLX,2248.05
Bhavna,Divya,415997.4,25-09-2025,08:04:46,GOOGL,1824.55
Lakshmi,David,335260.84,07-10-2025,09:08:15,MSFT,738.46
Jaya,Farhan,74759.36,15-06-2025,06:36:31,ADANIENT,718.84
Lakshmi,Alice,318216.54,26-09-2025,14:17:35,ADANIENT,1426.98
Kiran,Sneha,563121.6,15-10-2025,07:33:26,RELIANCE,2733.6
Chetan,Sneha,517058.55,22-12-2025,08:57:52,AMZN,1258.05
Varun,Neha,122288.4,19-11-2025,01:23:57,AMZN,452.92
Hannah,Eve,710117.72,03-10-2025,22:43:26,ICICIBANK,2431.91
Gauri,Neha,95183.8,01-10-2025,22:00:05,SBIN,656.44
Harish,Kiran,40649,25-07-2025,02:22:27,META,1625.96
Jaya,Gauri,669341.88,01-12-2025,01:00:05,MSFT,2065.87
Lakshmi,David,520139.88,06-12-2025,03:41:25,ADANIENT,1481.88
Kiran,Ivy,179735.76,28-06-2025,01:52:37,TSLA,1664.22
Bhavna,Rohit,21294.72,16-08-2025,04:08:51,MSFT,332.73
Kiran,Bhavna,810012.51,15-09-2025,22:31:29,GOOGL,2334.33
Hannah,Varun,178232.4,03-10-2025,01:46:17,HDFC,825.15
Jack,Arjun,447262.48,09-12-2025,10:49:02,ICICIBANK,1895.18
Gauri,Manoj,293662.31,20-08-2025,13:53:05,GOOGL,1697.47
Hannah,Varun,817093.86,05-10-2025,07:35:36,AMZN,1954.77
Charlie,Farhan,523446.66,16-09-2025,20:42:44,MSFT,1710.61
Lakshmi,Neha,21539.4,02-12-2025,18:39:11,META,358.99
Grace,Hannah,933794.35,08-07-2025,13:53:20,TSLA,2691.05
Divya,Farhan,38327.52,16-07-2025,08:29:09,HDFC,102.48
Frank,Ivy,11065.76,07-10-2025,08:11:12,GOOGL,481.12
David,Harish,75624.16,29-06-2025,21:18:55,META,1112.12
Bhavna,Eve,684346.74,12-06-2025,11:13:11,NVDA,1481.27
Gauri,Varun,434214,31-12-2025,00:49:58,AMZN,2412.3
Varun,Charlie,348529.44,05-12-2025,07:17:59,TSLA,1235.92
Rohit,Chetan,18356.1,26-12-2025,15:25:49,RELIANCE,874.1
Divya,Alice,152147.34,21-12-2025,05:31:12,ICICIBANK,874.41
Grace,Hannah,55348.98,13-09-2025,17:01:40,MSFT,233.54
Rohit,Ivy,566579.09,19-11-2025,15:47:00,AMZN,1776.11
Bob,Hannah,32811.9,27-12-2025,14:04:35,SBIN,107.58
Chetan,Grace,184049.6,26-06-2025,07:24:03,MSFT,657.32
Manoj,Bob,78143,18-11-2025,08:23:50,ADANIENT,781.43
Arjun,David,986878.62,01-11-2025,12:24:42,TCS,2237.82
Frank,Manoj,226883,01-07-2025,04:38:00,TCS,467.8
Grace,Alice,237167.5,28-09-2025,10:29:07,AMZN,1897.34
Charlie,Kiran,734495.3,14-07-2025,17:55:01,AAPL,1907.78
Eve,Sneha,669006.8,24-09-2025,14:16:49,NFLX,2730.64
Arjun,Jack,25415,01-06-2025,08:55:23,META,221
Eve,Jack,378224.4,12-06-2025,07:28:12,HDFC,1240.08
Farhan,Jaya,54078.29,30-10-2025,20:26:48,NFLX,335.89
Alice,Varun,98286.92,04-12-2025,11:44:10,NVDA,416.47
Kiran,Sneha,393349.68,30-10-2025,07:16:47,SBIN,2137.77
Gauri,Arjun,348992.1,12-10-2025,00:18:23,MSFT,1448.1
Chetan,Charlie,121423.59,06-11-2025,18:09:15,GOOGL,1305.63
Arjun,Ivy,394109.76,10-06-2025,08:21:59,SBIN,1492.84
Lakshmi,Alice,138595.08,01-09-2025,11:51:19,TCS,2665.29
Charlie,Hannah,128176.47,04-07-2025,05:37:54,SBIN,619.21
Hannah,Chetan,27834.74,29-07-2025,17:42:26,GOOGL,122.62
Sneha,Manoj,669303.18,31-08-2025,16:50:05,TSLA,2564.38
Frank,Hannah,6360.6,11-12-2025,10:00:21,SBIN,318.03
Arjun,Sneha,181628.29,12-09-2025,20:48:45,ADANIENT,2710.87
Bhavna,Lakshmi,79715.76,12-09-2025,17:15:52,MSFT,282.68
David,Kiran,754798,04-06-2025,07:44:02,GOOGL,1559.5
Kiran,Frank,287505,22-06-2025,08:02:39,AMZN,575.01
Hannah,Ivy,1161335.88,03-10-2025,08:15:56,RELIANCE,2374.92
Grace,Kiran,261548,11-09-2025,21:31:22,AMZN,1494.56
Eve,Divya,319154.94,22-11-2025,03:08:34,AMZN,941.46
Sneha,Bob,129679.68,02-07-2025,22:31:53,NFLX,1246.92
Harish,Manoj,256328.86,31-08-2025,17:59:24,TCS,559.67
Lakshmi,Grace,47505.92,24-07-2025,11:33:22,INFY,1079.68
Harish,Hannah,319273.23,30-06-2025,05:15:14,ICICIBANK,1845.51
Eve,Harish,846115.6,22-07-2025,02:24:46,NFLX,2917.64
Jaya,Gauri,191835.8,30-08-2025,09:00:23,TSLA,737.83
Bhavna,Sneha,116853.76,22-12-2025,04:43:54,TCS,456.46
Bob,Manoj,143942.96,09-12-2025,14:55:23,TCS,358.96
Hannah,Bhavna,197053.19,08-12-2025,13:58:33,AAPL,1000.27
Harish,Sneha,27070.59,12-12-2025,07:44:10,RELIANCE,191.99
Grace,Chetan,682301.04,20-07-2025,18:15:57,MSFT,1900.56
Kiran,Jack,46719.4,12-07-2025,17:17:33,ADANIENT,211.4
Harish,Hannah,172518.21,26-06-2025,10:59:05,NFLX,1127.57
Chetan,Grace,45381.44,05-10-2025,03:19:49,RELIANCE,1745.44
Jaya,Arjun,214361.28,20-12-2025,05:14:40,TSLA,1275.96
Grace,Charlie,487644.5,15-11-2025,22:33:25,RELIANCE,2566.55
David,Farhan,576323.3,29-10-2025,15:25:27,TCS,1176.17
Jaya,Arjun,109731.6,19-08-2025,02:59:57,ICICIBANK,277.1
Ivy,Eve,88703.1,23-07-2025,18:32:08,SBIN,2956.77
Kiran,Gauri,65416.68,20-10-2025,00:54:37,NFLX,1924.02
Eve,Hannah,1213928.7,12-12-2025,02:04:36,MSFT,2823.09
Divya,Hannah,392146.02,10-10-2025,00:22:57,NVDA,889.22
Kiran,Alice,299214.3,21-11-2025,13:10:19,MSFT,1424.83
Neha,Sneha,66413.55,24-09-2025,11:42:37,SBIN,1897.53
Manoj,Rohit,121432.02,15-08-2025,06:59:42,AMZN,861.22
David,Eve,522496.96,24-09-2025,04:14:55,RELIANCE,1718.74
Alice,Hannah,30879.45,26-06-2025,08:08:25,AAPL,686.21
Jaya,Manoj,393810.3,12-10-2025,16:17:30,ADANIENT,1134.9
David,Lakshmi,27708.6,13-12-2025,12:46:30,MSFT,1385.43
Gauri,Rohit,396607.5,10-11-2025,23:30:35,META,1586.43
Divya,Manoj,302166,04-08-2025,13:38:13,ICICIBANK,2518.05
Eve,Grace,631827.52,21-10-2025,18:27:11,NVDA,2078.38
Grace,Alice,476721,19-07-2025,12:45:00,NFLX,1014.3
Farhan,Hannah,513373.56,05-10-2025,06:54:22,HDFC,1705.56
Grace,Manoj,1279238.95,12-06-2025,15:42:54,INFY,2836.45
David,Hannah,531869.34,18-06-2025,04:00:20,ICICIBANK,2581.89
Ivy,Jaya,590490.52,02-08-2025,02:39:15,NFLX,1706.62
Gauri,Sneha,524158,27-12-2025,22:48:20,TCS,2620.79
Eve,Farhan,238851.84,26-07-2025,10:56:47,AAPL,2488.04
Frank,Neha,611754,24-09-2025,08:21:56,META,1853.8
Farhan,Lakshmi,219811.6,31-08-2025,12:13:42,GOOGL,1730.8
Varun,Bob,267796.88,13-07-2025,08:46:30,TCS,2574.97
David,Kiran,822446.88,23-12-2025,09:56:02,ADANIENT,1671.64
Divya,Arjun,1173501.93,20-08-2025,02:26:49,ADANIENT,2986.01
Alice,Bhavna,456457.72,17-12-2025,20:29:45,TCS,1066.49
Arjun,Frank,164497.32,09-07-2025,16:04:50,NVDA,702.98
Gauri,Grace,2001.25,30-07-2025,21:29:35,AAPL,2001.25
Hannah,Eve,4860.21,29-09-2025,07:33:06,TCS,1620.07
Bhavna,Jaya,240659.4,29-08-2025,17:44:25,INFY,691.55
Alice,Neha,303670.64,04-11-2025,19:47:03,TCS,1549.34
Arjun,Bhavna,434279.8,11-07-2025,12:07:50,ICICIBANK,1074.95
Hannah,Jack,64062.6,09-10-2025,02:48:08,TCS,435.8
Neha,Varun,64263.6,20-11-2025,17:13:30,AAPL,892.55
Lakshmi,Gauri,635516.47,07-08-2025,10:10:46,META,1553.83
Frank,Kiran,330586.92,11-07-2025,22:50:06,INFY,1360.44
Harish,Frank,245159.16,04-11-2025,14:32:42,TSLA,1318.06
Bob,Sneha,160035.48,25-06-2025,02:44:17,ICICIBANK,2424.78
Harish,Bhavna,46922.4,07-08-2025,11:58:44,GOOGL,111.72
Arjun,Ivy,211217.76,23-09-2025,05:00:17,INFY,902.64
Arjun,Chetan,23999.14,28-12-2025,14:38:19,META,255.31
Jack,Ivy,162964.08,02-06-2025,02:44:33,RELIANCE,2263.39
Eve,David,481242.96,16-12-2025,15:42:22,META,1215.26
Bob,Gauri,71805.8,03-08-2025,17:42:00,AMZN,565.4
Hannah,Manoj,869195,05-10-2025,14:38:45,RELIANCE,1738.39
Alice,Eve,59392.04,26-12-2025,20:32:33,NVDA,294.02
Sneha,Grace,707442.88,09-08-2025,21:43:49,RELIANCE,2056.52
Eve,David,473951.34,20-09-2025,23:49:08,SBIN,989.46
Alice,Jack,1007973.98,13-09-2025,01:00:41,HDFC,2095.58
Chetan,David,25354.08,16-11-2025,05:03:22,AAPL,117.38
Alice,Jack,105586.04,15-09-2025,08:25:04,SBIN,296.59
Eve,Bhavna,636346.89,28-12-2025,03:31:41,RELIANCE,2555.61
Grace,Hannah,218271.15,14-08-2025,01:02:22,META,632.67
Bob,Alice,548555.92,04-11-2025,23:03:14,META,2248.18
Jack,Frank,930907.29,28-12-2025,14:13:38,TCS,2495.73
Eve,Farhan,1163389.92,04-07-2025,00:43:41,NFLX,2518.16
Arjun,Rohit,499021.32,26-06-2025,19:21:33,AMZN,2188.69
Alice,Ivy,275212.8,12-11-2025,02:58:05,ICICIBANK,764.48
Bob,Chetan,203578.54,10-06-2025,06:24:46,MSFT,487.03
Hannah,Charlie,120818.1,26-10-2025,22:26:29,GOOGL,929.37
Arjun,Chetan,194931.36,03-08-2025,06:21:56,AAPL,451.23
Alice,Lakshmi,215023.76,23-12-2025,22:37:37,META,1414.63
Chetan,Charlie,2079.97,06-06-2025,09:44:56,TCS,2079.97
